projeto,sondagem_nome,crs_epsg,coordenada_x,coordenada_y,altitude,nivel_agua,profundidade_inicial,profundidade_final,descricao,classificacao,tipo_aquifero,data
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,26.0,28.0,"Areia média argilosa, medianamente compacta, variegada (cinza, amarela escura e vermelha)",Areia Grossa,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,28.0,29.0,"Areia média argilosa, medianamente compacta, cinza e vermelha variegada",Areia Grossa,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,29.0,32.0,"Areia fina argilosa, medianamente compacta, amarela escura e vermelha variegada",Areia Fina,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,32.0,34.0,"Areia fina argilosa, medianamente compacta a compacta, variegada (amarela escura, vermelha e cinza)",Areia Fina,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,34.0,35.0,"Areia fina argilosa, compacta, amarela escura e cinza variegada",Areia Fina,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,35.0,36.0,"Areia média a grossa siltosa pouco argilosa, compacta, vermelha",Areia Grossa,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,36.0,39.0,"Argila siltosa pouco arenosa, dura, amarela escura e vermelha variegada",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,39.0,40.0,"Argila siltosa pouco arenosa, dura, variegada (vermelha, cinza e roxa)",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,40.0,41.0,"Argila siltosa pouco arenosa, dura, amarela escura e vermelha variegada",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,41.0,42.45,"Argila siltosa pouco arenosa, dura, variegada (vermelha, amarela escura e cinza)",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,0.0,3.0,"Camada vegetal sobre Argila siltosa, muito mole a mole, marrom variegada",Argila,Aquitarde,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,3.0,10.0,"Argila siltosa, mole a média, vermelha",Argila,Aquitarde,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,10.0,15.0,"Areia fina argilosa, fofa, variegada (vermelha, amarela escura e cinza)",Areia Fina,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,15.0,18.0,"Areia média a grossa argilosa, pouco compacta, variegada (vermelha, cinza e marrom)",Areia Grossa,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,18.0,22.0,"Areia grossa argilosa, medianamente compacta, vermelha",Areia Grossa,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,22.0,30.0,"Areia fina argilosa, medianamente compacta a pouco compacta, variegada (roxa, vermelha e amarela)",Areia Fina,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,30.0,32.0,"Areia fina siltosa pouco argilosa, medianamente compacta, variegada (rosa, roxa e cinza)",Areia Fina,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-10,31983,330793.31,7385897.28,793.86,24.33,32.0,40.45,"Areia fina argilosa, medianamente compacta a compacta, variegada (amarela escura, vermelha e roxa)",Areia Fina,Livre,2025-07-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,0.0,1.7,"Camada de piso sobre Argila siltosa pouco arenosa, vermelha e marrom variegada",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,1.7,2.35,Camada de concreto,Cascalho,Livre,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,2.35,5.0,"Argila siltosa pouco arenosa, muito mole, marrom",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,5.0,13.55,"Argila siltosa pouco arenosa, mole a rija, vermelha e marrom variegada",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,13.55,18.85,"Argila siltosa pouco arenosa, muito rija a rija, vermelha e marrom variegada",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,18.85,23.3,"Areia fina a média argilosa, compacta, amarela e vermelha variegada",Areia Fina,Livre,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,23.3,25.0,"Argila siltosa pouco arenosa, dura, cinza e roxa variegada",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-11,31983,330743.31,7385993.28,792.74,16.38,25.0,30.45,"Argila siltosa, dura, variegada (roxa, amarela escura e cinza)",Argila,Aquitarde,2025-06-17
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,0.0,5.0,"Camada de concreto sobre Argila siltosa, muito mole a mole, marrom e vermelha variegada",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,5.0,8.0,"Argila siltosa, mole, vermelha",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,8.0,13.0,"Argila siltosa, mole a média, marrom e vermelha variegada",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,13.0,19.0,"Argila siltosa, média, variegada (marrom, vermelha e cinza)",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,19.0,23.0,"Argila siltosa, rija, cinza e amarela variegada",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,23.0,30.0,"Argila siltosa, rija a muito rija, variegada (cinza, roxa e vermelha)",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,30.0,32.0,"Argila siltosa, muito rija, amarela escura e cinza variegada",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-12,31983,330835.31,7385820.28,795.15,25.01,32.0,40.45,"Argila siltosa, rija a dura, variegada (amarela escura, roxa e cinza)",Argila,Aquitarde,2025-08-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,0.0,1.15,"Areia fina siltosa, com pedregulhos, variegada (cinza escura, amarela e marrom)",Areia Fina,Livre,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,1.15,10.0,"Argila siltosa, mole a média, vermelha",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,10.0,14.8,"Argila siltosa, média, amarela escura e cinza variegada",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,14.8,20.0,"Argila siltosa, média, variegada (roxa, vermelha e amarela)",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,20.0,22.0,"Areia fina argilosa, medianamente compacta, variegada (vermelha, cinza e rosa)",Areia Fina,Livre,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,22.0,24.0,"Areia fina a média argilosa, medianamente compacta, variegada (amarela escura, roxa e vermelha)",Areia Fina,Livre,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,24.0,35.0,"Argila siltosa, rija a muito rija, variegada (cinza, vermelha e amarela)",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,35.0,37.0,"Argila siltosa, muito rija, cinza e amarela escura variegada",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-13,31983,330872.31,7385839.28,795.57,22.69,37.0,40.45,"Argila siltosa, muito rija a dura, variegada (cinza, vermelha e amarela escura)",Argila,Aquitarde,2025-08-06
Aeroporto de Congonhas - Sondagens SPT 2025,SP-14,31983,330923.31,7385682.28,796.79,19.1,0.0,12.0,"Camada de concreto sobre Argila siltosa, mole a muito rija, vermelha e marrom variegada",Argila,Aquitarde,2025-08-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-14,31983,330923.31,7385682.28,796.79,19.1,12.0,14.0,"Argila siltosa, muito rija, variegada (marrom, vermelha e amarela)",Argila,Aquitarde,2025-08-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-14,31983,330923.31,7385682.28,796.79,19.1,14.0,18.0,"Argila siltosa, média a rija, variegada (cinza, vermelha e amarela)",Argila,Aquitarde,2025-08-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-14,31983,330923.31,7385682.28,796.79,19.1,18.0,24.0,"Argila siltosa pouco arenosa, rija a muito rija, amarela e cinza variegada",Argila,Aquitarde,2025-08-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-14,31983,330923.31,7385682.28,796.79,19.1,24.0,29.45,"Argila siltosa, dura, variegada (amarela escura, vermelha e cinza)",Argila,Aquitarde,2025-08-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,0.0,8.15,"Camada de bota fora Camada de concreto Argila siltosa, amarela variegada Argila siltosa, muito mole a mole, vermelha",Argila,Aquitarde,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,8.15,12.3,"Argila siltosa pouco arenosa, média, variegada (amarela escura, marrom e vermelha)",Argila,Aquitarde,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,12.3,14.15,"Areia média argilosa, pouco compacta, amarela",Areia Grossa,Livre,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,14.15,17.8,"Argila siltosa, mole a rija, variegada (amarela, cinza e vermelha)",Argila,Aquitarde,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,17.8,20.0,"Areia fina argilosa, medianamente compacta, amarela e cinza variegada",Areia Fina,Livre,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,20.0,24.0,"Argila siltosa pouco arenosa, rija a dura, amarela escura e cinza variegada",Argila,Aquitarde,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,24.0,26.15,"Areia fina argilosa, medianamente compacta, amarela",Areia Fina,Livre,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,26.15,30.0,"Argila siltosa, dura, variegada (vermelha, amarela escura e cinza)",Argila,Aquitarde,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-15,31983,330993.31,7385629.28,798.07,14.47,30.0,31.45,"Areia fina argilosa, muito compacta, cinza",Areia Fina,Livre,2025-06-12
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,0.0,4.5,"Camada de concreto sobre Argila siltosa, mole a média, vermelha",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,4.5,7.1,"Argila siltosa pouco arenosa, média, marrom escura",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,7.1,11.0,"Argila siltosa pouco arenosa, muito mole, vermelha",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,11.0,13.0,"Argila siltosa pouco arenosa, mole, marrom escura",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,13.0,14.0,"Argila siltosa, mole, marrom",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,14.0,19.0,"Argila siltosa, mole a média, vermelha",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,19.0,25.15,"Argila arenosa, muito mole a média, variegada (marrom escura, vermelha e cinza)",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,25.15,26.3,"Areia grossa argilosa, pouco compacta, vermelha e marrom variegada",Areia Grossa,Livre,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,26.3,32.8,"Areia fina a média argilosa, medianamente compacta, variegada (rosa, amarela escura e cinza)",Areia Fina,Livre,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,32.8,34.0,"Areia fina argilosa, medianamente compacta, amarela variegada",Areia Fina,Livre,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,34.0,35.6,"Areia média a grossa argilosa, medianamente compacta, variegada (amarela escura, vermelha e cinza)",Areia Grossa,Livre,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,35.6,37.15,"Areia fina argilosa, compacta a medianamente compacta, amarela variegada",Areia Fina,Livre,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-16,31983,331155.31,7385495.28,798.43,14.58,37.15,40.45,"Argila siltosa, dura, variegada (amarela escura, vermelha e cinza)",Argila,Aquitarde,2025-06-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,0.0,9.0,"Camada de concreto sobre Argila siltosa pouco arenosa, mole a média, vermelha e marrom variegada",Argila,Aquitarde,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,9.0,21.0,"Argila siltosa pouco arenosa, mole a média, marrom e vermelha variegada",Argila,Aquitarde,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,21.0,27.0,"Areia média a grossa argilosa, pouco compacta a medianamente compacta, variegada (marrom escura, amarela e cinza)",Areia Grossa,Livre,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,27.0,28.0,"Argila siltosa, média, variegada (marrom escura, cinza e vermelha)",Argila,Aquitarde,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,28.0,31.9,"Argila siltosa, média a rija, variegada (amarela escura, roxa e vermelha)",Argila,Aquitarde,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-18,31983,331214.31,7385414.28,798.78,22.0,31.9,34.0,"Areia fina a média argilosa, compacta, variegada (marrom, amarela e cinza)",Areia Fina,Livre,2025-05-21
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,0.0,6.0,"Camada de concreto sobre Argila arenosa, mole a média, variegada (marrom escura, vermelha e amarela)",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,6.0,10.0,"Argila siltosa, média a mole, marrom e amarela variegada",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,10.0,11.0,"Argila arenosa, média, variegada (vermelha, marrom e amarela)",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,11.0,14.0,"Argila siltosa, rija a muito rija, variegada (amarela escura, cinza e roxa)",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,14.0,16.15,"Areia média siltosa pouco argilosa, compacta, variegada (vermelha, roxa e amarela escura)",Areia Grossa,Livre,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,16.15,18.0,"Argila siltosa, dura, variegada (roxa, vermelha e amarela)",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,18.0,20.0,"Areia fina argilosa pouco siltosa, muito compacta, amarela e cinza variegada",Areia Fina,Livre,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-19,31983,331191.31,7385244.28,796.15,,20.0,21.4,"Argila siltosa, dura, amarela escura e vermelha variegada",Argila,Aquitarde,2025-05-28
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,0.0,5.0,"Camada de concreto sobre Argila siltosa pouco arenosa, mole a média, variegada (marrom, vermelha e amarela)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,5.0,8.0,"Argila siltosa pouco arenosa, mole a média, vermelha e amarela variegada",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,8.0,11.0,"Argila arenosa, média, variegada (vermelha, rosa e amarela escura)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,11.0,13.0,"Argila siltosa pouco arenosa, média, variegada (roxa, cinza e vermelha)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,13.0,17.0,"Argila siltosa pouco arenosa, média a rija, variegada (amarela escura, cinza e rosa)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,17.0,20.0,"Argila siltosa, média a rija, variegada (vermelha, roxa e amarela escura)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,20.0,21.0,"Argila siltosa, rija, amarela escura e cinza variegada",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,21.0,28.0,"Argila siltosa, rija, variegada (roxa, vermelha e amarela escura)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,28.0,29.0,"Argila siltosa, muito rija, variegada (roxa escura, vermelha e cinza)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-21,31983,331277.31,7385132.28,796.58,20.25,29.0,36.45,"Argila siltosa, muito rija a dura, variegada (amarela escura, vermelha e cinza)",Argila,Aquitarde,2025-05-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,0.0,0.8,Piso de concreto,Cascalho,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,0.8,3.0,"Argila siltosa pouco arenosa, média a mole, amarela escura",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,3.0,4.0,"Argila siltosa pouco arenosa, média, amarela escura e vermelha variegada",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,4.0,9.0,"Argila siltosa pouco arenosa, mole a média, vermelha e amarela variegada",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,9.0,10.0,"Areia fina argilosa pouco siltosa, medianamente compacta, variegada (vermelha, marrom e cinza)",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,10.0,11.65,"Areia fina argilosa pouco siltosa, com mica, medianamente compacta, variegada (rosa, cinza e roxa clara)",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,11.65,12.8,"Argila siltosa pouco arenosa, rija, variegada (roxa, amarela e cinza)",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,12.8,14.0,"Argila siltosa, rija, cinza e marrom variegada",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,14.0,15.0,"Argila siltosa pouco arenosa, rija, variegada (amarela, marrom e roxa)",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,15.0,16.0,"Argila arenosa pouco siltosa, rija, variegada (roxa, cinza e amarela)",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,16.0,18.0,"Argila siltosa pouco arenosa, rija, variegada (cinza, marrom e amarela)",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,18.0,19.0,"Argila siltosa pouco arenosa, rija, variegada (roxa, amarela e cinza)",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,19.0,26.0,"Areia fina argilosa, com mica, medianamente compacta, marrom e vermelha variegada",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,26.0,28.0,"Areia fina argilosa, medianamente compacta, marrom e amarela variegada",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,28.0,29.0,"Areia fina argilosa, medianamente compacta, amarela escura e cinza variegada",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,29.0,30.0,"Argila arenosa, muito rija, amarela escura",Argila,Aquitarde,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-22,31983,331315.31,7385082.28,794.88,19.63,30.0,30.45,"Areia fina argilosa, compacta, amarela escura e cinza variegada",Areia Fina,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,0.0,7.0,"Camada de concreto sobre Argila siltosa pouco arenosa, mole a média, variegada (marrom, vermelha e amarela)",Argila,Aquitarde,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,7.0,11.0,"Areia média a grossa argilosa, medianamente compacta a compacta, variegada (vermelha, amarela e branca)",Areia Grossa,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,11.0,15.0,"Argila siltosa, rija a muito rija, cinza e roxa escura variegada",Argila,Aquitarde,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,15.0,16.0,"Argila siltosa, muito rija, variegada (cinza, amarela escura e vermelha)",Argila,Aquitarde,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,16.0,18.0,"Argila siltosa, muito rija, variegada (roxa escura, cinza e vermelha)",Argila,Aquitarde,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,18.0,19.0,"Areia fina argilosa, com mica, medianamente compacta, variegada (vermelha, roxa e amarela escura)",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,19.0,21.0,"Argila siltosa, rija, roxa e vermelha variegada",Argila,Aquitarde,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,21.0,22.0,"Areia média argilosa pouco siltosa, medianamente compacta, vermelha",Areia Grossa,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,22.0,23.0,"Areia fina argilosa, com mica, medianamente compacta, amarela escura e vermelha variegada",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,23.0,24.0,"Areia fina argilosa, compacta, rosa e cinza variegada",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,24.0,25.0,"Areia média argilosa pouco siltosa, compacta, vermelha",Areia Grossa,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,25.0,26.0,"Areia fina argilosa, compacta, variegada (rosa, amarela escura e cinza)",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,26.0,27.0,"Areia fina argilosa, com mica, compacta, vermelha e amarela escura variegada",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,27.0,28.0,"Areia fina argilosa, com mica, compacta, rosa e cinza variegada",Areia Fina,Livre,2025-05-05
Aeroporto de Congonhas - Sondagens SPT 2025,SP-23,31983,331320.31,7385146.28,796.49,15.65,28.0,29.67,"Areia média siltosa pouco argilosa, com mica, compacta, vermelha",Areia Grossa,Livre,2025-05-05
